
Date(UTC)	Pair	Side	Price	undefined	E	undefined	A	undefined	F
2022/11/09 11:06:54	ETHBTC	BUY	0,0671410000	0,0031000000	ETH	0,00020814	BTC	0,0000031000	ETH
2022/11/09 10:38:19	ETHBTC	SELL	0,0679850000	0,0031000000	ETH	0,00021075	BTC	0,0000002100	BTC
2022/11/09 10:23:09	ETHBTC	SELL	0,0671410000	0,0031000000	ETH	0,00020814	BTC	0,0000002100	BTC
2022/11/09 10:19:21	ETHBTC	BUY	0,0663070000	0,0031000000	ETH	0,00020555	BTC	0,0000031000	ETH
2022/11/09 10:14:50	ETHBTC	BUY	0,0671410000	0,0031000000	ETH	0,00020814	BTC	0,0000031000	ETH
2022/11/09 10:10:21	ETHBTC	BUY	0,0679850000	0,0031000000	ETH	0,00021075	BTC	0,0000031000	ETH
2022/11/09 10:00:22	ETHBTC	BUY	0,0688200000	0,0031000000	ETH	0,00021334	BTC	0,0000031000	ETH
2022/11/09 10:00:22	ETHBTC	SELL	0,0697050000	0,0031000000	ETH	0,00021609	BTC	0,0000002200	BTC
2022/11/09 10:00:22	ETHBTC	SELL	0,0688400000	0,0031000000	ETH	0,00021340	BTC	0,0000002100	BTC
2022/11/09 09:48:57	ETHBTC	BUY	0,0679850000	0,0031000000	ETH	0,00021075	BTC	0,0000031000	ETH
2022/11/09 09:18:06	ETHBTC	BUY	0,0688400000	0,0031000000	ETH	0,00021340	BTC	0,0000031000	ETH
2022/11/09 07:48:24	ETHBTC	BUY	0,0697050000	0,0031000000	ETH	0,00021609	BTC	0,0000031000	ETH
2022/11/09 07:16:23	ETHBTC	BUY	0,0705820000	0,0031000000	ETH	0,00021880	BTC	0,0000031000	ETH
2022/11/08 21:18:21	ETHBTC	BUY	0,0714690000	0,0031000000	ETH	0,00022155	BTC	0,0000031000	ETH
2022/11/08 20:46:39	ETHBTC	SELL	0,0723680000	0,0031000000	ETH	0,00022434	BTC	0,0000002200	BTC
2022/11/08 20:24:00	ETHBTC	BUY	0,0714690000	0,0031000000	ETH	0,00022155	BTC	0,0000031000	ETH
2022/11/08 19:36:03	ETHBTC	SELL	0,0723680000	0,0031000000	ETH	0,00022434	BTC	0,0000002200	BTC
2022/11/08 19:34:52	ETHBTC	BUY	0,0714690000	0,0031000000	ETH	0,00022155	BTC	0,0000031000	ETH
2022/11/08 18:56:03	ETHBTC	BUY	0,0723680000	0,0031000000	ETH	0,00022434	BTC	0,0000031000	ETH
2022/11/08 18:19:52	ETHBTC	BUY	0,0732780000	0,0031000000	ETH	0,00022716	BTC	0,0000031000	ETH
2022/11/08 18:05:54	ETHBTC	BUY	0,0741990000	0,0031000000	ETH	0,00023002	BTC	0,0000031000	ETH
2022/11/08 17:53:20	ETHBTC	BUY	0,0751320000	0,0031000000	ETH	0,00023291	BTC	0,0000031000	ETH
2022/11/08 16:21:30	ETHBTC	BUY	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000031000	ETH
2022/11/08 16:13:32	ETHBTC	SELL	0,0770330000	0,0031000000	ETH	0,00023880	BTC	0,0000002400	BTC
2022/11/08 16:08:29	ETHBTC	SELL	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000002400	BTC
2022/11/08 16:04:33	ETHBTC	SELL	0,0751320000	0,0031000000	ETH	0,00023291	BTC	0,0000002300	BTC
2022/11/08 14:43:18	ETHBTC	BUY	0,0741990000	0,0031000000	ETH	0,00023002	BTC	0,0000031000	ETH
2022/11/08 06:53:26	ETHBTC	SELL	0,0751320000	0,0031000000	ETH	0,00023291	BTC	0,0000002300	BTC
2022/11/08 05:13:35	ETHBTC	BUY	0,0741990000	0,0031000000	ETH	0,00023002	BTC	0,0000031000	ETH
2022/11/08 04:24:03	ETHBTC	SELL	0,0751320000	0,0031000000	ETH	0,00023291	BTC	0,0000002300	BTC
2022/11/08 04:09:56	ETHBTC	BUY	0,0741990000	0,0031000000	ETH	0,00023002	BTC	0,0000031000	ETH
2022/11/08 03:00:31	ETHBTC	BUY	0,0751320000	0,0031000000	ETH	0,00023291	BTC	0,0000031000	ETH
2022/11/07 22:01:04	ETHBTC	BUY	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000031000	ETH
2022/11/07 19:34:48	ETHBTC	SELL	0,0770330000	0,0031000000	ETH	0,00023880	BTC	0,0000002400	BTC
2022/11/07 10:17:45	ETHBTC	SELL	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000002400	BTC
2022/11/07 07:53:52	ETHBTC	BUY	0,0751320000	0,0031000000	ETH	0,00023291	BTC	0,0000031000	ETH
2022/11/07 05:01:30	ETHBTC	SELL	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000002400	BTC
2022/11/06 23:13:39	ETHBTC	BUY	0,0751320000	0,0031000000	ETH	0,00023291	BTC	0,0000031000	ETH
2022/11/06 02:49:48	ETHBTC	BUY	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000031000	ETH
2022/11/05 03:01:28	ETHBTC	BUY	0,0770330000	0,0031000000	ETH	0,00023880	BTC	0,0000031000	ETH
2022/11/04 14:12:53	ETHBTC	SELL	0,0780020000	0,0031000000	ETH	0,00024181	BTC	0,0000002400	BTC
2022/11/04 08:00:21	ETHBTC	SELL	0,0770330000	0,0031000000	ETH	0,00023880	BTC	0,0000002400	BTC
2022/11/03 01:46:01	ETHBTC	SELL	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000002400	BTC
2022/11/02 20:13:16	ETHBTC	BUY	0,0751320000	0,0031000000	ETH	0,00023291	BTC	0,0000031000	ETH
2022/11/02 19:21:06	ETHBTC	BUY	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000031000	ETH
2022/11/02 19:09:26	ETHBTC	SELL	0,0770330000	0,0031000000	ETH	0,00023880	BTC	0,0000002400	BTC
2022/11/02 18:53:27	ETHBTC	BUY	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000031000	ETH
2022/11/02 18:38:12	ETHBTC	BUY	0,0770330000	0,0031000000	ETH	0,00023880	BTC	0,0000031000	ETH
2022/11/02 18:17:11	ETHBTC	SELL	0,0780020000	0,0031000000	ETH	0,00024181	BTC	0,0000002400	BTC
2022/11/02 18:05:35	ETHBTC	SELL	0,0770330000	0,0031000000	ETH	0,00023880	BTC	0,0000002400	BTC
2022/11/02 10:03:12	ETHBTC	BUY	0,0760770000	0,0031000000	ETH	0,00023584	BTC	0,0000031000	ETH
